TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset,response,RT
30,1,False,left,avoid,pos,meat23_crop.jpg,1,3,1.0,29.0,20.0,3.0,EAT                                    DON'T EAT,2249.881,2227.696,2144.0488,--,--
31,3,False,right,approach,pos,cake4_crop.jpg,1,4,1.0,30.0,20.0,4.0,EAT                                    DON'T EAT,2269.2305,2265.2102,2144.0488,1,2270.1433
32,3,False,right,approach,pos,cake21_crop.jpg,1,4,1.0,31.0,20.0,4.0,EAT                                    DON'T EAT,2271.2488,2265.2102,2144.0488,1,2271.865
33,3,False,right,approach,pos,cake26_crop.jpg,1,4,1.0,32.0,20.0,4.0,EAT                                    DON'T EAT,2273.267,2265.2102,2144.0488,1,2273.8584
34,3,False,right,approach,pos,cake37_crop.jpg,1,4,1.0,33.0,20.0,4.0,EAT                                    DON'T EAT,2275.2856,2265.2102,2144.0488,1,2275.7502
35,3,True,right,avoid,pos,meat6_crop.jpg,1,4,1.0,34.0,20.0,4.0,EAT                                    DON'T EAT,2277.304,2265.2102,2144.0488,--,--
36,3,True,right,avoid,neg,fungus34_crop.jpg,1,4,1.0,35.0,20.0,4.0,EAT                                    DON'T EAT,2279.3223,2265.2102,2144.0488,--,--
37,3,False,right,approach,pos,cake5_crop.jpg,1,4,1.0,36.0,20.0,4.0,EAT                                    DON'T EAT,2281.3408,2265.2102,2144.0488,1,2282.1743
38,3,False,right,approach,pos,cake12_crop.jpg,1,4,1.0,37.0,20.0,4.0,EAT                                    DON'T EAT,2283.359,2265.2102,2144.0488,1,2283.9521
39,3,False,right,approach,pos,cake15_crop.jpg,1,4,1.0,38.0,20.0,4.0,EAT                                    DON'T EAT,2285.3772,2265.2102,2144.0488,1,2285.9568
40,3,False,right,approach,pos,cake16_crop.jpg,1,4,1.0,39.0,20.0,4.0,EAT                                    DON'T EAT,2287.395,2265.2102,2144.0488,1,2287.9055
41,3,False,right,avoid,neg,fungus11_crop.jpg,1,5,1.0,40.0,20.0,5.0,EAT                                    DON'T EAT,2307.4294,2303.409,2144.0488,--,--
42,3,False,right,avoid,neg,fungus17_crop.jpg,1,5,1.0,41.0,20.0,5.0,EAT                                    DON'T EAT,2309.4473,2303.409,2144.0488,--,--
43,3,False,right,avoid,neg,fungus12_crop.jpg,1,5,1.0,42.0,20.0,5.0,EAT                                    DON'T EAT,2311.4656,2303.409,2144.0488,--,--
44,3,False,right,avoid,neg,fungus36_crop.jpg,1,5,1.0,43.0,20.0,5.0,EAT                                    DON'T EAT,2313.484,2303.409,2144.0488,--,--
45,3,False,right,avoid,neg,fungus9_crop.jpg,1,5,1.0,44.0,20.0,5.0,EAT                                    DON'T EAT,2315.5022,2303.409,2144.0488,--,--
46,3,False,right,avoid,neg,fungus3_crop.jpg,1,5,1.0,45.0,20.0,5.0,EAT                                    DON'T EAT,2317.5205,2303.409,2144.0488,--,--
47,3,False,right,avoid,neg,fungus23_crop.jpg,1,5,1.0,46.0,20.0,5.0,EAT                                    DON'T EAT,2319.539,2303.409,2144.0488,--,--
48,3,True,right,approach,neg,insect1_crop.jpg,1,5,1.0,47.0,20.0,5.0,EAT                                    DON'T EAT,2321.5571,2303.409,2144.0488,1,2322.2634
49,3,False,right,avoid,neg,fungus29_crop.jpg,1,5,1.0,48.0,20.0,5.0,EAT                                    DON'T EAT,2323.5757,2303.409,2144.0488,--,--
50,3,True,right,approach,pos,cake31_crop.jpg,1,5,1.0,49.0,20.0,5.0,EAT                                    DON'T EAT,2325.594,2303.409,2144.0488,1,2326.3435
51,2,False,right,approach,neg,insect2_crop.jpg,1,6,1.0,50.0,20.0,6.0,EAT                                    DON'T EAT,2345.527,2341.507,2144.0488,1,2346.4062
52,2,False,right,approach,neg,insect26_crop.jpg,1,6,1.0,51.0,20.0,6.0,EAT                                    DON'T EAT,2347.5454,2341.507,2144.0488,1,2348.274
53,2,False,right,approach,neg,insect29_crop.jpg,1,6,1.0,52.0,20.0,6.0,EAT                                    DON'T EAT,2349.564,2341.507,2144.0488,1,2350.1338
54,2,False,right,approach,neg,insect24_crop.jpg,1,6,1.0,53.0,20.0,6.0,EAT                                    DON'T EAT,2351.582,2341.507,2144.0488,1,2352.0884
55,2,True,right,avoid,pos,meat27_crop.jpg,1,6,1.0,54.0,20.0,6.0,EAT                                    DON'T EAT,2353.6006,2341.507,2144.0488,--,--
56,2,False,right,approach,neg,insect21_crop.jpg,1,6,1.0,55.0,20.0,6.0,EAT                                    DON'T EAT,2355.619,2341.507,2144.0488,1,2356.33
57,2,True,right,avoid,neg,fungus40_crop.jpg,1,6,1.0,56.0,20.0,6.0,EAT                                    DON'T EAT,2357.6372,2341.507,2144.0488,--,--
58,2,False,right,approach,neg,insect27_crop.jpg,1,6,1.0,57.0,20.0,6.0,EAT                                    DON'T EAT,2359.6555,2341.507,2144.0488,1,2360.5576
59,2,False,right,approach,neg,insect23_crop.jpg,1,6,1.0,58.0,20.0,6.0,EAT                                    DON'T EAT,2361.6738,2341.507,2144.0488,1,2362.445
60,2,False,right,approach,neg,insect9_crop.jpg,1,6,1.0,59.0,20.0,6.0,EAT                                    DON'T EAT,2363.692,2341.507,2144.0488,1,2364.2332
61,1,False,left,approach,pos,cake24_crop.jpg,1,7,1.0,60.0,20.0,7.0,EAT                                    DON'T EAT,2383.3584,2379.3386,2144.0488,1,2384.1394
62,1,True,left,avoid,neg,fungus7_crop.jpg,1,7,1.0,61.0,20.0,7.0,EAT                                    DON'T EAT,2385.377,2379.3386,2144.0488,--,--
63,1,False,left,approach,pos,cake32_crop.jpg,1,7,1.0,62.0,20.0,7.0,EAT                                    DON'T EAT,2387.3953,2379.3386,2144.0488,1,2388.243
64,1,True,left,avoid,pos,meat16_crop.jpg,1,7,1.0,63.0,20.0,7.0,EAT                                    DON'T EAT,2389.4138,2379.3386,2144.0488,--,--
65,1,False,left,approach,pos,cake26_crop.jpg,1,7,1.0,64.0,20.0,7.0,EAT                                    DON'T EAT,2391.4321,2379.3386,2144.0488,1,2392.0178
66,1,False,left,approach,pos,cake15_crop.jpg,1,7,1.0,65.0,20.0,7.0,EAT                                    DON'T EAT,2393.4504,2379.3386,2144.0488,1,2394.137
67,1,False,left,approach,pos,cake40_crop.jpg,1,7,1.0,66.0,20.0,7.0,EAT                                    DON'T EAT,2395.4688,2379.3386,2144.0488,1,2396.0068
68,1,False,left,approach,pos,cake22_crop.jpg,1,7,1.0,67.0,20.0,7.0,EAT                                    DON'T EAT,2397.487,2379.3386,2144.0488,1,2397.96
69,1,False,left,approach,pos,cake11_crop.jpg,1,7,1.0,68.0,20.0,7.0,EAT                                    DON'T EAT,2399.5054,2379.3386,2144.0488,1,2400.038
70,1,False,left,approach,pos,cake35_crop.jpg,1,7,1.0,69.0,20.0,7.0,EAT                                    DON'T EAT,2401.5237,2379.3386,2144.0488,1,2401.98
71,2,False,left,approach,pos,cake9_crop.jpg,1,8,1.0,70.0,20.0,8.0,EAT                                    DON'T EAT,2417.9875,2413.9673,2144.0488,1,2418.7483
72,2,False,left,approach,pos,cake31_crop.jpg,1,8,1.0,71.0,20.0,8.0,EAT                                    DON'T EAT,2420.0059,2413.9673,2144.0488,1,2420.5674
73,2,False,left,approach,pos,cake14_crop.jpg,1,8,1.0,72.0,20.0,8.0,EAT                                    DON'T EAT,2422.0234,2413.9673,2144.0488,1,2422.485
74,2,True,left,avoid,neg,fungus10_crop.jpg,1,8,1.0,73.0,20.0,8.0,EAT                                    DON'T EAT,2424.0425,2413.9673,2144.0488,--,--
75,2,False,left,approach,pos,cake33_crop.jpg,1,8,1.0,74.0,20.0,8.0,EAT                                    DON'T EAT,2426.0608,2413.9673,2144.0488,1,2426.779
76,2,True,left,avoid,pos,meat30_crop.jpg,1,8,1.0,75.0,20.0,8.0,EAT                                    DON'T EAT,2428.079,2413.9673,2144.0488,--,--
77,2,False,left,approach,pos,cake10_crop.jpg,1,8,1.0,76.0,20.0,8.0,EAT                                    DON'T EAT,2430.0974,2413.9673,2144.0488,1,2431.1833
78,2,False,left,approach,pos,cake12_crop.jpg,1,8,1.0,77.0,20.0,8.0,EAT                                    DON'T EAT,2432.1152,2413.9673,2144.0488,1,2432.8293
79,2,False,left,approach,pos,cake19_crop.jpg,1,8,1.0,78.0,20.0,8.0,EAT                                    DON'T EAT,2434.134,2413.9673,2144.0488,1,2434.7239
80,2,False,left,approach,pos,cake13_crop.jpg,1,8,1.0,79.0,20.0,8.0,EAT                                    DON'T EAT,2436.1526,2413.9673,2144.0488,1,2436.7468
81,0,False,right,avoid,pos,meat23_crop.jpg,2,9,1.0,80.0,20.0,9.0,EAT                                    DON'T EAT,2543.4749,2539.4548,2527.3127,--,--
82,0,True,right,approach,neg,insect3_crop.jpg,2,9,1.0,81.0,20.0,9.0,EAT                                    DON'T EAT,2545.4934,2539.4548,2527.3127,1,2546.4333
83,0,False,right,avoid,pos,meat20_crop.jpg,2,9,1.0,82.0,20.0,9.0,EAT                                    DON'T EAT,2547.5117,2539.4548,2527.3127,--,--
84,0,False,right,avoid,pos,meat17_crop.jpg,2,9,1.0,83.0,20.0,9.0,EAT                                    DON'T EAT,2549.53,2539.4548,2527.3127,--,--
85,0,False,right,avoid,pos,meat38_crop.jpg,2,9,1.0,84.0,20.0,9.0,EAT                                    DON'T EAT,2551.548,2539.4548,2527.3127,--,--
86,0,False,right,avoid,pos,meat1_crop.jpg,2,9,1.0,85.0,20.0,9.0,EAT                                    DON'T EAT,2553.5667,2539.4548,2527.3127,--,--
87,0,False,right,avoid,pos,meat29_crop.jpg,2,9,1.0,86.0,20.0,9.0,EAT                                    DON'T EAT,2555.585,2539.4548,2527.3127,--,--
88,0,False,right,avoid,pos,meat22_crop.jpg,2,9,1.0,87.0,20.0,9.0,EAT                                    DON'T EAT,2557.6033,2539.4548,2527.3127,--,--
89,0,False,right,avoid,pos,meat10_crop.jpg,2,9,1.0,88.0,20.0,9.0,EAT                                    DON'T EAT,2559.6216,2539.4548,2527.3127,--,--
90,0,True,right,approach,pos,cake18_crop.jpg,2,9,1.0,89.0,20.0,9.0,EAT                                    DON'T EAT,2561.6401,2539.4548,2527.3127,--,--
91,3,True,right,avoid,neg,fungus14_crop.jpg,2,10,1.0,90.0,20.0,10.0,EAT                                    DON'T EAT,2581.1726,2577.1528,2527.3127,--,--
92,3,False,right,approach,neg,insect28_crop.jpg,2,10,1.0,91.0,20.0,10.0,EAT                                    DON'T EAT,2583.1914,2577.1528,2527.3127,1,2584.0237
93,3,False,right,approach,neg,insect22_crop.jpg,2,10,1.0,92.0,20.0,10.0,EAT                                    DON'T EAT,2585.2097,2577.1528,2527.3127,1,2585.8982
94,3,False,right,approach,neg,insect13_crop.jpg,2,10,1.0,93.0,20.0,10.0,EAT                                    DON'T EAT,2587.228,2577.1528,2527.3127,1,2587.702
95,3,True,right,avoid,pos,meat7_crop.jpg,2,10,1.0,94.0,20.0,10.0,EAT                                    DON'T EAT,2589.2463,2577.1528,2527.3127,--,--
96,3,False,right,approach,neg,insect35_crop.jpg,2,10,1.0,95.0,20.0,10.0,EAT                                    DON'T EAT,2591.2646,2577.1528,2527.3127,1,2592.069
97,3,False,right,approach,neg,insect38_crop.jpg,2,10,1.0,96.0,20.0,10.0,EAT                                    DON'T EAT,2593.2827,2577.1528,2527.3127,1,2594.2126
98,3,False,right,approach,neg,insect6_crop.jpg,2,10,1.0,97.0,20.0,10.0,EAT                                    DON'T EAT,2595.3013,2577.1528,2527.3127,1,2596.1062
99,3,False,right,approach,neg,insect25_crop.jpg,2,10,1.0,98.0,20.0,10.0,EAT                                    DON'T EAT,2597.3196,2577.1528,2527.3127,1,2597.9326
100,3,False,right,approach,neg,insect19_crop.jpg,2,10,1.0,99.0,20.0,10.0,EAT                                    DON'T EAT,2599.338,2577.1528,2527.3127,1,2599.8782
101,0,False,right,approach,pos,cake33_crop.jpg,2,11,1.0,100.0,20.0,11.0,EAT                                    DON'T EAT,2617.5198,2613.4995,2527.3127,1,2618.4084
102,0,True,right,avoid,pos,meat4_crop.jpg,2,11,1.0,101.0,20.0,11.0,EAT                                    DON'T EAT,2619.538,2613.4995,2527.3127,--,--
103,0,False,right,approach,pos,cake20_crop.jpg,2,11,1.0,102.0,20.0,11.0,EAT                                    DON'T EAT,2621.5562,2613.4995,2527.3127,1,2622.2375
104,0,False,right,approach,pos,cake19_crop.jpg,2,11,1.0,103.0,20.0,11.0,EAT                                    DON'T EAT,2623.575,2613.4995,2527.3127,1,2624.3052
105,0,False,right,approach,pos,cake6_crop.jpg,2,11,1.0,104.0,20.0,11.0,EAT                                    DON'T EAT,2625.5933,2613.4995,2527.3127,1,2626.2493
106,0,False,right,approach,pos,cake35_crop.jpg,2,11,1.0,105.0,20.0,11.0,EAT                                    DON'T EAT,2627.6116,2613.4995,2527.3127,1,2628.1836
107,0,False,right,approach,pos,cake29_crop.jpg,2,11,1.0,106.0,20.0,11.0,EAT                                    DON'T EAT,2629.63,2613.4995,2527.3127,1,2630.1472
108,0,False,right,approach,pos,cake24_crop.jpg,2,11,1.0,107.0,20.0,11.0,EAT                                    DON'T EAT,2631.6482,2613.4995,2527.3127,1,2632.1929
109,0,True,right,avoid,neg,fungus4_crop.jpg,2,11,1.0,108.0,20.0,11.0,EAT                                    DON'T EAT,2633.6665,2613.4995,2527.3127,--,--
110,0,False,right,approach,pos,cake8_crop.jpg,2,11,1.0,109.0,20.0,11.0,EAT                                    DON'T EAT,2635.6848,2613.4995,2527.3127,1,2636.5847
111,0,False,left,approach,neg,insect3_crop.jpg,2,12,1.0,110.0,20.0,12.0,EAT                                    DON'T EAT,2652.1313,2648.1118,2527.3127,1,2652.8596
112,0,False,left,approach,neg,insect34_crop.jpg,2,12,1.0,111.0,20.0,12.0,EAT                                    DON'T EAT,2654.1501,2648.1118,2527.3127,1,2654.723
113,0,True,left,avoid,pos,meat11_crop.jpg,2,12,1.0,112.0,20.0,12.0,EAT                                    DON'T EAT,2656.1685,2648.1118,2527.3127,--,--
114,0,False,left,approach,neg,insect12_crop.jpg,2,12,1.0,113.0,20.0,12.0,EAT                                    DON'T EAT,2658.1868,2648.1118,2527.3127,1,2658.992
115,0,False,left,approach,neg,insect10_crop.jpg,2,12,1.0,114.0,20.0,12.0,EAT                                    DON'T EAT,2660.2053,2648.1118,2527.3127,1,2661.0745
116,0,True,left,avoid,neg,fungus23_crop.jpg,2,12,1.0,115.0,20.0,12.0,EAT                                    DON'T EAT,2662.2231,2648.1118,2527.3127,--,--
117,0,False,left,approach,neg,insect20_crop.jpg,2,12,1.0,116.0,20.0,12.0,EAT                                    DON'T EAT,2664.242,2648.1118,2527.3127,1,2664.9414
118,0,False,left,approach,neg,insect36_crop.jpg,2,12,1.0,117.0,20.0,12.0,EAT                                    DON'T EAT,2666.2603,2648.1118,2527.3127,1,2666.8223
119,0,False,left,approach,neg,insect39_crop.jpg,2,12,1.0,118.0,20.0,12.0,EAT                                    DON'T EAT,2668.2786,2648.1118,2527.3127,1,2669.1582
120,0,False,left,approach,neg,insect1_crop.jpg,2,12,1.0,119.0,20.0,12.0,EAT                                    DON'T EAT,2670.2969,2648.1118,2527.3127,1,2671.0295
121,3,False,right,avoid,pos,meat13_crop.jpg,2,13,1.0,120.0,20.0,13.0,EAT                                    DON'T EAT,2688.0117,2683.9917,2527.3127,--,--
122,3,True,right,approach,pos,cake32_crop.jpg,2,13,1.0,121.0,20.0,13.0,EAT                                    DON'T EAT,2690.03,2683.9917,2527.3127,1,2690.9976
123,3,False,right,avoid,pos,meat2_crop.jpg,2,13,1.0,122.0,20.0,13.0,EAT                                    DON'T EAT,2692.0483,2683.9917,2527.3127,--,--
124,3,False,right,avoid,pos,meat31_crop.jpg,2,13,1.0,123.0,20.0,13.0,EAT                                    DON'T EAT,2694.0667,2683.9917,2527.3127,--,--
125,3,False,right,avoid,pos,meat26_crop.jpg,2,13,1.0,124.0,20.0,13.0,EAT                                    DON'T EAT,2696.0852,2683.9917,2527.3127,--,--
126,3,True,right,approach,neg,insect7_crop.jpg,2,13,1.0,125.0,20.0,13.0,EAT                                    DON'T EAT,2698.1033,2683.9917,2527.3127,1,2698.8398
127,3,False,right,avoid,pos,meat35_crop.jpg,2,13,1.0,126.0,20.0,13.0,EAT                                    DON'T EAT,2700.1218,2683.9917,2527.3127,--,--
128,3,False,right,avoid,pos,meat9_crop.jpg,2,13,1.0,127.0,20.0,13.0,EAT                                    DON'T EAT,2702.1401,2683.9917,2527.3127,--,--
129,3,False,right,avoid,pos,meat11_crop.jpg,2,13,1.0,128.0,20.0,13.0,EAT                                    DON'T EAT,2704.1584,2683.9917,2527.3127,--,--
130,3,False,right,avoid,pos,meat3_crop.jpg,2,13,1.0,129.0,20.0,13.0,EAT                                    DON'T EAT,2706.1768,2683.9917,2527.3127,--,--
131,1,False,left,approach,neg,insect8_crop.jpg,2,14,1.0,130.0,20.0,14.0,EAT                                    DON'T EAT,2722.8071,2718.7869,2527.3127,1,2723.6726
132,1,False,left,approach,neg,insect37_crop.jpg,2,14,1.0,131.0,20.0,14.0,EAT                                    DON'T EAT,2724.8254,2718.7869,2527.3127,1,2725.855
133,1,False,left,approach,neg,insect23_crop.jpg,2,14,1.0,132.0,20.0,14.0,EAT                                    DON'T EAT,2726.844,2718.7869,2527.3127,1,2727.4023
134,1,False,left,approach,neg,insect9_crop.jpg,2,14,1.0,133.0,20.0,14.0,EAT                                    DON'T EAT,2728.862,2718.7869,2527.3127,1,2729.5386
135,1,False,left,approach,neg,insect11_crop.jpg,2,14,1.0,134.0,20.0,14.0,EAT                                    DON'T EAT,2730.8806,2718.7869,2527.3127,1,2731.3975
136,1,False,left,approach,neg,insect28_crop.jpg,2,14,1.0,135.0,20.0,14.0,EAT                                    DON'T EAT,2732.899,2718.7869,2527.3127,1,2733.5574
137,1,False,left,approach,neg,insect15_crop.jpg,2,14,1.0,136.0,20.0,14.0,EAT                                    DON'T EAT,2734.9172,2718.7869,2527.3127,1,2735.425
138,1,True,left,avoid,pos,meat33_crop.jpg,2,14,1.0,137.0,20.0,14.0,EAT                                    DON'T EAT,2736.9358,2718.7869,2527.3127,--,--
139,1,True,left,avoid,neg,fungus24_crop.jpg,2,14,1.0,138.0,20.0,14.0,EAT                                    DON'T EAT,2738.9539,2718.7869,2527.3127,--,--
140,1,False,left,approach,neg,insect7_crop.jpg,2,14,1.0,139.0,20.0,14.0,EAT                                    DON'T EAT,2740.9724,2718.7869,2527.3127,1,2741.734
141,1,False,right,avoid,pos,meat5_crop.jpg,2,15,1.0,140.0,20.0,15.0,EAT                                    DON'T EAT,2758.737,2754.7168,2527.3127,--,--
142,1,False,right,avoid,pos,meat36_crop.jpg,2,15,1.0,141.0,20.0,15.0,EAT                                    DON'T EAT,2760.7554,2754.7168,2527.3127,--,--
143,1,False,right,avoid,pos,meat40_crop.jpg,2,15,1.0,142.0,20.0,15.0,EAT                                    DON'T EAT,2762.7737,2754.7168,2527.3127,--,--
144,1,False,right,avoid,pos,meat15_crop.jpg,2,15,1.0,143.0,20.0,15.0,EAT                                    DON'T EAT,2764.792,2754.7168,2527.3127,--,--
145,1,False,right,avoid,pos,meat34_crop.jpg,2,15,1.0,144.0,20.0,15.0,EAT                                    DON'T EAT,2766.8105,2754.7168,2527.3127,--,--
146,1,True,right,approach,neg,insect15_crop.jpg,2,15,1.0,145.0,20.0,15.0,EAT                                    DON'T EAT,2768.8289,2754.7168,2527.3127,1,2770.3992
147,1,False,right,avoid,pos,meat32_crop.jpg,2,15,1.0,146.0,20.0,15.0,EAT                                    DON'T EAT,2770.8472,2754.7168,2527.3127,--,--
148,1,True,right,approach,pos,cake22_crop.jpg,2,15,1.0,147.0,20.0,15.0,EAT                                    DON'T EAT,2772.8655,2754.7168,2527.3127,1,2773.639
149,1,False,right,avoid,pos,meat21_crop.jpg,2,15,1.0,148.0,20.0,15.0,EAT                                    DON'T EAT,2774.8838,2754.7168,2527.3127,--,--
150,1,False,right,avoid,pos,meat24_crop.jpg,2,15,1.0,149.0,20.0,15.0,EAT                                    DON'T EAT,2776.9023,2754.7168,2527.3127,--,--
151,1,False,right,approach,neg,insect10_crop.jpg,2,16,1.0,150.0,20.0,16.0,EAT                                    DON'T EAT,2795.3008,2791.2808,2527.3127,1,2795.9973
152,1,False,right,approach,neg,insect40_crop.jpg,2,16,1.0,151.0,20.0,16.0,EAT                                    DON'T EAT,2797.319,2791.2808,2527.3127,1,2798.1455
153,1,False,right,approach,neg,insect8_crop.jpg,2,16,1.0,152.0,20.0,16.0,EAT                                    DON'T EAT,2799.3374,2791.2808,2527.3127,1,2799.9182
154,1,False,right,approach,neg,insect20_crop.jpg,2,16,1.0,153.0,20.0,16.0,EAT                                    DON'T EAT,2801.356,2791.2808,2527.3127,1,2801.853
155,1,True,right,avoid,neg,fungus5_crop.jpg,2,16,1.0,154.0,20.0,16.0,EAT                                    DON'T EAT,2803.3743,2791.2808,2527.3127,--,--
156,1,False,right,approach,neg,insect36_crop.jpg,2,16,1.0,155.0,20.0,16.0,EAT                                    DON'T EAT,2805.3928,2791.2808,2527.3127,1,2806.2998
157,1,False,right,approach,neg,insect34_crop.jpg,2,16,1.0,156.0,20.0,16.0,EAT                                    DON'T EAT,2807.411,2791.2808,2527.3127,1,2808.2654
158,1,True,right,avoid,pos,meat33_crop.jpg,2,16,1.0,157.0,20.0,16.0,EAT                                    DON'T EAT,2809.4292,2791.2808,2527.3127,--,--
159,1,False,right,approach,neg,insect11_crop.jpg,2,16,1.0,158.0,20.0,16.0,EAT                                    DON'T EAT,2811.4475,2791.2808,2527.3127,1,2812.1445
160,1,False,right,approach,neg,insect37_crop.jpg,2,16,1.0,159.0,20.0,16.0,EAT                                    DON'T EAT,2813.466,2791.2808,2527.3127,1,2814.3213
161,2,False,left,approach,neg,insect35_crop.jpg,3,17,1.0,160.0,20.0,17.0,EAT                                    DON'T EAT,2914.1162,2910.0962,2898.6401,1,2914.9739
162,2,False,left,approach,neg,insect31_crop.jpg,3,17,1.0,161.0,20.0,17.0,EAT                                    DON'T EAT,2916.1345,2910.0962,2898.6401,1,2916.7253
163,2,False,left,approach,neg,insect22_crop.jpg,3,17,1.0,162.0,20.0,17.0,EAT                                    DON'T EAT,2918.1526,2910.0962,2898.6401,1,2918.7034
164,2,True,left,avoid,neg,fungus33_crop.jpg,3,17,1.0,163.0,20.0,17.0,EAT                                    DON'T EAT,2920.1711,2910.0962,2898.6401,--,--
165,2,False,left,approach,neg,insect5_crop.jpg,3,17,1.0,164.0,20.0,17.0,EAT                                    DON'T EAT,2922.1895,2910.0962,2898.6401,1,2922.816
166,2,False,left,approach,neg,insect24_crop.jpg,3,17,1.0,165.0,20.0,17.0,EAT                                    DON'T EAT,2924.2078,2910.0962,2898.6401,1,2924.8193
